Energy,Eta,Phi,DistanceR
221.9989047351111,2.7855217336999374,0.8332001804619782,27.289130415536935
212.0214062429003,2.7856299237697457,0.8332039264802116,26.059826574884596
94.52246772143438,1.270260048900308,0.015764734954798056,49.195191063302914
36.56872782240102,-0.8860734427116852,1.3479408242903648,25.76242432035964
887.8113246859447,3.740444545008696,-1.1178857358078849,42.13579648884663
874.2187841858342,3.7404526289359983,-1.1178849192211056,41.49035451414655
215.1994415501765,-2.3367348247084707,1.4381111928651018,41.20956259732179
215.19944155016302,-2.3367348247084543,1.4381111928651018,41.209562597319895
489.1983665450043,-4.3842665739678335,-1.6539181729733443,12.200672126750252
489.19836571270577,-4.384266573967694,-1.6539181729727577,12.200672105994222
398.7199114166598,-3.3904006190189695,0.08939303980656976,26.839317669375784
394.70088787417166,-3.390404898856216,0.08939183170522935,26.568667109950034
44.11675843247031,1.0119523293184294,-0.46150490038629643,28.322860874602522
44.11675843246857,1.011952329318429,-0.46150490038629643,28.322860874601385
38.11873856398004,-0.6414068543050548,-0.021635870115015943,31.418220509820863
38.11433038172108,-0.6414069933546437,-0.021635869542409737,31.414582224428823
36.64944825493768,-0.2317955252829928,1.2672020656708818,35.67315977761284
48.67153915532842,-1.4598620647763205,-1.3848815530384713,21.44785842569596
37.67310716371263,1.7503866355346223,1.0794004657067304,12.700315896952189
100.02921076865528,-1.4154187619270089,2.59431404842635,45.87178142847258
463.1371686631627,3.268989128837384,0.3982366479796398,35.18896806182491
462.89086529690456,3.2689893257549314,0.3982366856049953,35.17024704234572
36.355599835813756,-0.10655849991762277,2.5161098075750936,36.136490238904074
35.389028685661216,-0.35424071672998325,-2.290271353983334,33.26577667927064
35.380831570359106,-0.35424072992612715,-2.290271386286562,33.25806506268316
46.97133688824245,-0.6878588217748796,-2.786036677408797,37.687609631015285
126.03332084534964,2.310612024368233,1.920792398192731,24.760691178664636
126.03332084201105,2.3106120243682415,1.9207923981927326,24.760691178008486
25.58753893492926,0.41434063426289264,3.0110115220252753,23.520005342922282
117.44502004143168,2.1780020541381204,-1.8585646100825637,26.267468539401264
117.44502004109981,2.178002054138121,-1.8585646100825637,26.26746853932702
996.783497855092,3.86413004526227,0.8536206241831336,41.80893665811149
25.211673779819264,0.2931124362950304,-2.869263291754206,24.147088625298775
132.7834009057022,-0.9919616788517776,-1.1266497501383874,86.5756294645357
348.51485253543984,3.429230913391696,-1.5218509655808348,22.568226754255097
44.37975704769936,-0.6350705719845587,-1.16480435717453,36.712874503180245
66.11511072913012,-2.907697123075965,-1.8495107520065122,7.197661019845782
16.211893565346127,0.37148512366483055,2.911129278985434,15.12530970715254
1738.5749489945392,5.037518581262368,2.242194036696267,22.56516574915003
706.6803238599022,-3.90832010997959,-1.1473583615592478,28.360620540476592
706.6794784331295,-3.9083201104175993,-1.1473583614589493,28.36058659917875
41.72190712045765,-0.48987636231035636,2.606151322944566,37.16109551668715
151.98195340376776,1.7294425076342763,2.4115572709805515,52.27220934939576
91.45038139264064,1.406868990431432,-1.236881141738389,42.256769227002955
